from_molecule,relationship,to_molecule,rule,reaction_id,generation_formed
C(C(CCO)=O)=O,FORMS,C(CC(C(CCO)=O)O)(CO)=O,'Aldol Condensation',561,2
C(C)(CO)=O,FORMS,C(CC(C(CCO)=O)O)(CO)=O,'Aldol Condensation',561,2
C(C(CCO)=O)=O,FORMS,C(C(CCO)(CC(CO)=O)O)=O,'Aldol Condensation',563,2
C(C)(CO)=O,FORMS,C(C(CCO)(CC(CO)=O)O)=O,'Aldol Condensation',563,2
C(C(CCO)=O)=O,FORMS,C(C(C(C(CCO)=O)O)O)(C)=O,'Aldol Condensation',565,2
C(C)(CO)=O,FORMS,C(C(C(C(CCO)=O)O)O)(C)=O,'Aldol Condensation',565,2
C(C(CCO)=O)=O,FORMS,C(C(CCO)(C(C(C)=O)O)O)=O,'Aldol Condensation',567,2
C(C)(CO)=O,FORMS,C(C(CCO)(C(C(C)=O)O)O)=O,'Aldol Condensation',567,2
C(C(CCO)=O)=O,FORMS,C(C(C(CO)C(C)O)=O)=O,'Aldol Condensation',569,2
C(C)=O,FORMS,C(C(C(CO)C(C)O)=O)=O,'Aldol Condensation',569,2
C(C(CCO)=O)=O,FORMS,C(CC(C(CCO)=O)O)=O,'Aldol Condensation',571,2
C(C)=O,FORMS,C(CC(C(CCO)=O)O)=O,'Aldol Condensation',571,2
C(C(CCO)=O)=O,FORMS,C(C(CCO)(CC=O)O)=O,'Aldol Condensation',573,2
C(C)=O,FORMS,C(C(CCO)(CC=O)O)=O,'Aldol Condensation',573,2
C(C(CCO)=O)=O,FORMS,C(C(C(CO)C(CO)(CO)O)=O)=O,'Aldol Condensation',575,2
C(CO)(CO)=O,FORMS,C(C(C(CO)C(CO)(CO)O)=O)=O,'Aldol Condensation',575,2
C(C(CCO)=O)=O,FORMS,C(C(C(C(CCO)=O)O)O)(CO)=O,'Aldol Condensation',577,2
C(CO)(CO)=O,FORMS,C(C(C(C(CCO)=O)O)O)(CO)=O,'Aldol Condensation',577,2
C(C(CCO)=O)=O,FORMS,C(C(CCO)(C(C(CO)=O)O)O)=O,'Aldol Condensation',579,2
C(CO)(CO)=O,FORMS,C(C(CCO)(C(C(CO)=O)O)O)=O,'Aldol Condensation',579,2
C(CC(CO)=O)=O,FORMS,C(C(C(CO)=O)C(C(C)=O)O)=O,'Aldol Condensation',581,2
C(C(C)=O)=O,FORMS,C(C(C(CO)=O)C(C(C)=O)O)=O,'Aldol Condensation',581,2
C(CC(CO)=O)=O,FORMS,C(CC(C(C(C(C)=O)O)O)=O)=O,'Aldol Condensation',583,2
C(C(C)=O)=O,FORMS,C(CC(C(C(C(C)=O)O)O)=O)=O,'Aldol Condensation',583,2
C(CC(CO)=O)=O,FORMS,C(C(C)(C(C=O)C(CO)=O)O)=O,'Aldol Condensation',585,2
C(C(C)=O)=O,FORMS,C(C(C)(C(C=O)C(CO)=O)O)=O,'Aldol Condensation',585,2
C(CC(CO)=O)=O,FORMS,C(C(C)(C(C(CC=O)=O)O)O)=O,'Aldol Condensation',587,2
C(C(C)=O)=O,FORMS,C(C(C)(C(C(CC=O)=O)O)O)=O,'Aldol Condensation',587,2
C(CC(CO)=O)=O,FORMS,C(CO)(CC(CC(C=O)=O)O)=O,'Aldol Condensation',589,2
C(C(C)=O)=O,FORMS,C(CO)(CC(CC(C=O)=O)O)=O,'Aldol Condensation',589,2
C(CC(CO)=O)=O,FORMS,C(CC(CO)(CC(C=O)=O)O)=O,'Aldol Condensation',591,2
C(C(C)=O)=O,FORMS,C(CC(CO)(CC(C=O)=O)O)=O,'Aldol Condensation',591,2
C(CC(CO)=O)=O,FORMS,C(C(C(CO)=O)C(C(CO)O)O)=O,'Aldol Condensation',593,2
C(C(CO)O)=O,FORMS,C(C(C(CO)=O)C(C(CO)O)O)=O,'Aldol Condensation',593,2
C(CC(CO)=O)=O,FORMS,C(CC(C(C(C(CO)O)O)O)=O)=O,'Aldol Condensation',595,2
C(C(CO)O)=O,FORMS,C(CC(C(C(C(CO)O)O)O)=O)=O,'Aldol Condensation',595,2
C(CC(CO)=O)=O,FORMS,C(C(C(CO)=O)C(C=O)O)=O,'Aldol Condensation',597,2
C(C=O)=O,FORMS,C(C(C(CO)=O)C(C=O)O)=O,'Aldol Condensation',597,2
C(CC(CO)=O)=O,FORMS,C(CC(C(C(C=O)O)O)=O)=O,'Aldol Condensation',599,2
C(C=O)=O,FORMS,C(CC(C(C(C=O)O)O)=O)=O,'Aldol Condensation',599,2
C(CC(CO)=O)=O,FORMS,C(C(C(CO)=O)CO)=O,'Aldol Condensation',601,2
C=O,FORMS,C(C(C(CO)=O)CO)=O,'Aldol Condensation',601,2
C(CC(CO)=O)=O,FORMS,C(CC(C(CO)O)=O)=O,'Aldol Condensation',603,2
C=O,FORMS,C(CC(C(CO)O)=O)=O,'Aldol Condensation',603,2
C(CC(CO)=O)=O,FORMS,C(C(C(C(C=O)C(CO)=O)O)O)=O,'Aldol Condensation',605,2
C(C(C=O)O)=O,FORMS,C(C(C(C(C=O)C(CO)=O)O)O)=O,'Aldol Condensation',605,2
C(CC(CO)=O)=O,FORMS,C(CC(C(C(C(C=O)O)O)O)=O)=O,'Aldol Condensation',607,2
C(C(C=O)O)=O,FORMS,C(CC(C(C(C(C=O)O)O)O)=O)=O,'Aldol Condensation',607,2
C(CC(CO)=O)=O,FORMS,C(C(C(CO)=O)C(CO)(C)O)=O,'Aldol Condensation',609,2
C(C)(CO)=O,FORMS,C(C(C(CO)=O)C(CO)(C)O)=O,'Aldol Condensation',609,2
C(CC(CO)=O)=O,FORMS,C(CC(C(C(CO)(C)O)O)=O)=O,'Aldol Condensation',611,2
C(C)(CO)=O,FORMS,C(CC(C(C(CO)(C)O)O)=O)=O,'Aldol Condensation',611,2
C(CC(CO)=O)=O,FORMS,C(CO)(CC(CC(CO)=O)O)=O,'Aldol Condensation',613,2
C(C)(CO)=O,FORMS,C(CO)(CC(CC(CO)=O)O)=O,'Aldol Condensation',613,2
C(CC(CO)=O)=O,FORMS,C(CC(CO)(CC(CO)=O)O)=O,'Aldol Condensation',615,2
C(C)(CO)=O,FORMS,C(CC(CO)(CC(CO)=O)O)=O,'Aldol Condensation',615,2
C(CC(CO)=O)=O,FORMS,C(C)(C(C(CC(CO)=O)O)O)=O,'Aldol Condensation',617,2
C(C)(CO)=O,FORMS,C(C)(C(C(CC(CO)=O)O)O)=O,'Aldol Condensation',617,2
C(CC(CO)=O)=O,FORMS,C(CC(CO)(C(C(C)=O)O)O)=O,'Aldol Condensation',619,2
C(C)(CO)=O,FORMS,C(CC(CO)(C(C(C)=O)O)O)=O,'Aldol Condensation',619,2
C(CC(CO)=O)=O,FORMS,C(C(C(CO)=O)C(C)O)=O,'Aldol Condensation',621,2
C(C)=O,FORMS,C(C(C(CO)=O)C(C)O)=O,'Aldol Condensation',621,2
C(CC(CO)=O)=O,FORMS,C(CC(C(C(C)O)O)=O)=O,'Aldol Condensation',623,2
C(C)=O,FORMS,C(CC(C(C(C)O)O)=O)=O,'Aldol Condensation',623,2
C(CC(CO)=O)=O,FORMS,C(CC(CC(CO)=O)O)=O,'Aldol Condensation',625,2
C(C)=O,FORMS,C(CC(CC(CO)=O)O)=O,'Aldol Condensation',625,2
C(CC(CO)=O)=O,FORMS,C(CC(CO)(CC=O)O)=O,'Aldol Condensation',627,2
C(C)=O,FORMS,C(CC(CO)(CC=O)O)=O,'Aldol Condensation',627,2
C(CC(CO)=O)=O,FORMS,C(C(C(CO)=O)C(CO)(CO)O)=O,'Aldol Condensation',629,2
C(CO)(CO)=O,FORMS,C(C(C(CO)=O)C(CO)(CO)O)=O,'Aldol Condensation',629,2
C(CC(CO)=O)=O,FORMS,C(CC(C(C(CO)(CO)O)O)=O)=O,'Aldol Condensation',631,2
C(CO)(CO)=O,FORMS,C(CC(C(C(CO)(CO)O)O)=O)=O,'Aldol Condensation',631,2
C(CC(CO)=O)=O,FORMS,C(CO)(CC(C(C(CO)=O)O)O)=O,'Aldol Condensation',633,2
C(CO)(CO)=O,FORMS,C(CO)(CC(C(C(CO)=O)O)O)=O,'Aldol Condensation',633,2
C(CC(CO)=O)=O,FORMS,C(CC(CO)(C(C(CO)=O)O)O)=O,'Aldol Condensation',635,2
C(CO)(CO)=O,FORMS,C(CC(CO)(C(C(CO)=O)O)O)=O,'Aldol Condensation',635,2
C(C(C(C)=O)O)=O,FORMS,C(C(C(CC(C(C)=O)O)=O)O)=O,'Aldol Condensation',637,2
C(C(C)=O)=O,FORMS,C(C(C(CC(C(C)=O)O)=O)O)=O,'Aldol Condensation',637,2
C(C(C(C)=O)O)=O,FORMS,C(C(C)(CC(C(C=O)O)=O)O)=O,'Aldol Condensation',639,2
C(C(C)=O)=O,FORMS,C(C(C)(CC(C(C=O)O)=O)O)=O,'Aldol Condensation',639,2
C(C(C(C)=O)O)=O,FORMS,C(C)(C(C(CC(C=O)=O)O)O)=O,'Aldol Condensation',641,2
C(C(C)=O)=O,FORMS,C(C)(C(C(CC(C=O)=O)O)O)=O,'Aldol Condensation',641,2
C(C(C(C)=O)O)=O,FORMS,C(C(C(C)(CC(C=O)=O)O)O)=O,'Aldol Condensation',643,2
C(C(C)=O)=O,FORMS,C(C(C(C)(CC(C=O)=O)O)O)=O,'Aldol Condensation',643,2
C(C(C(C)=O)O)=O,FORMS,C(C(C(CC(C(CO)O)O)=O)O)=O,'Aldol Condensation',645,2
C(C(CO)O)=O,FORMS,C(C(C(CC(C(CO)O)O)=O)O)=O,'Aldol Condensation',645,2
C(C(C(C)=O)O)=O,FORMS,C(C(C(CC(C=O)O)=O)O)=O,'Aldol Condensation',647,2
C(C=O)=O,FORMS,C(C(C(CC(C=O)O)=O)O)=O,'Aldol Condensation',647,2
C(C(C(C)=O)O)=O,FORMS,C(C(C(CCO)=O)O)=O,'Aldol Condensation',649,2
C=O,FORMS,C(C(C(CCO)=O)O)=O,'Aldol Condensation',649,2
C(C(C(C)=O)O)=O,FORMS,C(CC(C(C=O)O)O)(C(C=O)O)=O,'Aldol Condensation',651,2
C(C(C=O)O)=O,FORMS,C(CC(C(C=O)O)O)(C(C=O)O)=O,'Aldol Condensation',651,2
C(C(C(C)=O)O)=O,FORMS,C(C(C(CC(CO)(C)O)=O)O)=O,'Aldol Condensation',653,2
C(C)(CO)=O,FORMS,C(C(C(CC(CO)(C)O)=O)O)=O,'Aldol Condensation',653,2
C(C(C(C)=O)O)=O,FORMS,C(C)(C(C(CC(CO)=O)O)O)=O,'Aldol Condensation',654,2
C(C)(CO)=O,FORMS,C(C)(C(C(CC(CO)=O)O)O)=O,'Aldol Condensation',654,2
C(C(C(C)=O)O)=O,FORMS,C(C(C(C)(CC(CO)=O)O)O)=O,'Aldol Condensation',656,2
C(C)(CO)=O,FORMS,C(C(C(C)(CC(CO)=O)O)O)=O,'Aldol Condensation',656,2
C(C(C(C)=O)O)=O,FORMS,C(C)(C(C(C(C(C)=O)O)O)O)=O,'Aldol Condensation',658,2
C(C)(CO)=O,FORMS,C(C)(C(C(C(C(C)=O)O)O)O)=O,'Aldol Condensation',658,2
C(C(C(C)=O)O)=O,FORMS,C(C(C(C)(C(C(C)=O)O)O)O)=O,'Aldol Condensation',660,2
C(C)(CO)=O,FORMS,C(C(C(C)(C(C(C)=O)O)O)O)=O,'Aldol Condensation',660,2
C(C(C(C)=O)O)=O,FORMS,C(C(C(CC(C)O)=O)O)=O,'Aldol Condensation',662,2
C(C)=O,FORMS,C(C(C(CC(C)O)=O)O)=O,'Aldol Condensation',662,2
C(C(C(C)=O)O)=O,FORMS,C(CC(C(C(C)=O)O)O)=O,'Aldol Condensation',664,2
C(C)=O,FORMS,C(CC(C(C(C)=O)O)O)=O,'Aldol Condensation',664,2
C(C(C(C)=O)O)=O,FORMS,C(CC(C)(C(C=O)O)O)=O,'Aldol Condensation',666,2
C(C)=O,FORMS,C(CC(C)(C(C=O)O)O)=O,'Aldol Condensation',666,2
C(C(C(C)=O)O)=O,FORMS,C(C(C(CC(CO)(CO)O)=O)O)=O,'Aldol Condensation',668,2
C(CO)(CO)=O,FORMS,C(C(C(CC(CO)(CO)O)=O)O)=O,'Aldol Condensation',668,2
C(C(C(C)=O)O)=O,FORMS,C(C)(C(C(C(C(CO)=O)O)O)O)=O,'Aldol Condensation',670,2
C(CO)(CO)=O,FORMS,C(C)(C(C(C(C(CO)=O)O)O)O)=O,'Aldol Condensation',670,2
C(C(C(C)=O)O)=O,FORMS,C(C(C(C)(C(C(CO)=O)O)O)O)=O,'Aldol Condensation',672,2
C(CO)(CO)=O,FORMS,C(C(C(C)(C(C(CO)=O)O)O)O)=O,'Aldol Condensation',672,2
C(CC(C=O)O)=O,FORMS,C(C(C(C=O)C(C(C)=O)O)O)=O,'Aldol Condensation',674,2
C(C(C)=O)=O,FORMS,C(C(C(C=O)C(C(C)=O)O)O)=O,'Aldol Condensation',674,2
C(CC(C=O)O)=O,FORMS,C(C(C(C=O)C(C=O)(C)O)O)=O,'Aldol Condensation',676,2
C(C(C)=O)=O,FORMS,C(C(C(C=O)C(C=O)(C)O)O)=O,'Aldol Condensation',676,2
C(CC(C=O)O)=O,FORMS,C(CC(C(CC(C=O)=O)O)O)=O,'Aldol Condensation',678,2
C(C(C)=O)=O,FORMS,C(CC(C(CC(C=O)=O)O)O)=O,'Aldol Condensation',678,2
C(CC(C=O)O)=O,FORMS,C(C(CC(CC(C=O)=O)O)O)=O,'Aldol Condensation',680,2
C(C(C)=O)=O,FORMS,C(C(CC(CC(C=O)=O)O)O)=O,'Aldol Condensation',680,2
C(CC(C=O)O)=O,FORMS,C(C(C(C(CO)O)O)C(C=O)O)=O,'Aldol Condensation',682,2
C(C(CO)O)=O,FORMS,C(C(C(C(CO)O)O)C(C=O)O)=O,'Aldol Condensation',682,2
C(CC(C=O)O)=O,FORMS,C(C(C(C=O)C(C=O)O)O)=O,'Aldol Condensation',684,2
C(C=O)=O,FORMS,C(C(C(C=O)C(C=O)O)O)=O,'Aldol Condensation',684,2
C(CC(C=O)O)=O,FORMS,C(C(CO)C(C=O)O)=O,'Aldol Condensation',686,2
C=O,FORMS,C(C(CO)C(C=O)O)=O,'Aldol Condensation',686,2
C(CC(C=O)O)=O,FORMS,C(C(C(C(C=O)C(C=O)O)O)O)=O,'Aldol Condensation',688,2
C(C(C=O)O)=O,FORMS,C(C(C(C(C=O)C(C=O)O)O)O)=O,'Aldol Condensation',688,2
C(CC(C=O)O)=O,FORMS,C(C(C(CO)(C)O)C(C=O)O)=O,'Aldol Condensation',690,2
C(C)(CO)=O,FORMS,C(C(C(CO)(C)O)C(C=O)O)=O,'Aldol Condensation',690,2
C(CC(C=O)O)=O,FORMS,C(CC(C(CC(CO)=O)O)O)=O,'Aldol Condensation',692,2
C(C)(CO)=O,FORMS,C(CC(C(CC(CO)=O)O)O)=O,'Aldol Condensation',692,2
C(CC(C=O)O)=O,FORMS,C(C(CC(CC(CO)=O)O)O)=O,'Aldol Condensation',694,2
C(C)(CO)=O,FORMS,C(C(CC(CC(CO)=O)O)O)=O,'Aldol Condensation',694,2
C(CC(C=O)O)=O,FORMS,C(CC(C(C(C(C)=O)O)O)O)=O,'Aldol Condensation',696,2
C(C)(CO)=O,FORMS,C(CC(C(C(C(C)=O)O)O)O)=O,'Aldol Condensation',696,2
C(CC(C=O)O)=O,FORMS,C(C(CC(C(C(C)=O)O)O)O)=O,'Aldol Condensation',698,2
C(C)(CO)=O,FORMS,C(C(CC(C(C(C)=O)O)O)O)=O,'Aldol Condensation',698,2
C(CC(C=O)O)=O,FORMS,C(C(C(C)O)C(C=O)O)=O,'Aldol Condensation',700,2
C(C)=O,FORMS,C(C(C(C)O)C(C=O)O)=O,'Aldol Condensation',700,2
C(CC(C=O)O)=O,FORMS,C(CC(C(CC=O)O)O)=O,'Aldol Condensation',702,2
C(C)=O,FORMS,C(CC(C(CC=O)O)O)=O,'Aldol Condensation',702,2
C(CC(C=O)O)=O,FORMS,C(CC(CC(C=O)O)O)=O,'Aldol Condensation',704,2
C(C)=O,FORMS,C(CC(CC(C=O)O)O)=O,'Aldol Condensation',704,2
C(CC(C=O)O)=O,FORMS,C(C(C(CO)(CO)O)C(C=O)O)=O,'Aldol Condensation',706,2
C(CO)(CO)=O,FORMS,C(C(C(CO)(CO)O)C(C=O)O)=O,'Aldol Condensation',706,2
C(CC(C=O)O)=O,FORMS,C(CC(C(C(C(CO)=O)O)O)O)=O,'Aldol Condensation',708,2
C(CO)(CO)=O,FORMS,C(CC(C(C(C(CO)=O)O)O)O)=O,'Aldol Condensation',708,2
C(CC(C=O)O)=O,FORMS,C(C(CC(C(C(CO)=O)O)O)O)=O,'Aldol Condensation',710,2
C(CO)(CO)=O,FORMS,C(C(CC(C(C(CO)=O)O)O)O)=O,'Aldol Condensation',710,2
C(C(CO)=O)(CC(CO)O)=O,FORMS,C(C(C(CO)O)=O)(CC(CO)O)=O,'Aldol Condensation',712,2
C=O,FORMS,C(C(C(CO)O)=O)(CC(CO)O)=O,'Aldol Condensation',712,2
C(C(CO)=O)(CC(CO)O)=O,FORMS,C(C(CO)=O)(C(CO)C(CO)O)=O,'Aldol Condensation',714,2
C=O,FORMS,C(C(CO)=O)(C(CO)C(CO)O)=O,'Aldol Condensation',714,2
C(C(CO)O)(CC(CO)=O)=O,FORMS,C(C(CO)O)(CC(C(CO)O)=O)=O,'Aldol Condensation',716,2
C=O,FORMS,C(C(CO)O)(CC(C(CO)O)=O)=O,'Aldol Condensation',716,2
C(C(CO)O)(CC(CO)=O)=O,FORMS,C(C(CO)O)(C(C(CO)=O)CO)=O,'Aldol Condensation',718,2
C=O,FORMS,C(C(CO)O)(C(C(CO)=O)CO)=O,'Aldol Condensation',718,2
C(CCO)(C(C(CO)=O)O)=O,FORMS,C(CCO)(C(C(C(CO)O)=O)O)=O,'Aldol Condensation',720,2
C=O,FORMS,C(CCO)(C(C(C(CO)O)=O)O)=O,'Aldol Condensation',720,2
C(CCO)(C(C(CO)=O)O)=O,FORMS,C(C(CO)CO)(C(C(CO)=O)O)=O,'Aldol Condensation',722,2
C=O,FORMS,C(C(CO)CO)(C(C(CO)=O)O)=O,'Aldol Condensation',722,2
C(CO)(C(CC(CO)=O)O)=O,FORMS,C(CC(C(C(CO)O)=O)O)(CO)=O,'Aldol Condensation',724,2
C=O,FORMS,C(CC(C(C(CO)O)=O)O)(CO)=O,'Aldol Condensation',724,2
C(CO)(C(CC(CO)=O)O)=O,FORMS,C(CO)(C(CO)C(C(CO)=O)O)=O,'Aldol Condensation',726,2
C=O,FORMS,C(CO)(C(CO)C(C(CO)=O)O)=O,'Aldol Condensation',726,2
C(CO)(C(CC(CO)=O)O)=O,FORMS,C(CC(C(CO)=O)O)(C(CO)O)=O,'Aldol Condensation',728,2
C=O,FORMS,C(CC(C(CO)=O)O)(C(CO)O)=O,'Aldol Condensation',728,2
C(C)(C(C(C(CO)=O)O)O)=O,FORMS,C(C(C(C(C(CO)O)=O)O)O)(C)=O,'Aldol Condensation',730,2
C=O,FORMS,C(C(C(C(C(CO)O)=O)O)O)(C)=O,'Aldol Condensation',730,2
C(C)(C(C(C(CO)=O)O)O)=O,FORMS,C(C(C(C(CCO)=O)O)O)(CO)=O,'Aldol Condensation',731,2
C=O,FORMS,C(C(C(C(CCO)=O)O)O)(CO)=O,'Aldol Condensation',731,2
C(CC(C(C(CO)=O)O)O)=O,FORMS,C(CC(C(C(C(CO)O)=O)O)O)=O,'Aldol Condensation',733,2
C=O,FORMS,C(CC(C(C(C(CO)O)=O)O)O)=O,'Aldol Condensation',733,2
C(CC(C(C(CO)=O)O)O)=O,FORMS,C(C(CO)C(C(C(CO)=O)O)O)=O,'Aldol Condensation',735,2
C=O,FORMS,C(C(CO)C(C(C(CO)=O)O)O)=O,'Aldol Condensation',735,2
C1(COC(C(CO)O)C1O)=O,FORMS,C1(C(CO)OC(C(CO)O)C1O)=O,'Aldol Condensation',737,2
C=O,FORMS,C1(C(CO)OC(C(CO)O)C1O)=O,'Aldol Condensation',737,2
C1(C(O)OC(C(CO)O)C1)=O,FORMS,C1(C(O)OC(C(CO)O)C1CO)=O,'Aldol Condensation',739,2
C=O,FORMS,C1(C(O)OC(C(CO)O)C1CO)=O,'Aldol Condensation',739,2
C1(C(C(CO)O)OC(C1)O)=O,FORMS,C1(C(C(CO)O)OC(C1CO)O)=O,'Aldol Condensation',741,2
C=O,FORMS,C1(C(C(CO)O)OC(C1CO)O)=O,'Aldol Condensation',741,2
C(C)(C1C(C(C(O1)O)O)O)=O,FORMS,C(C1C(C(C(O1)O)O)O)(CCO)=O,'Aldol Condensation',743,2
C=O,FORMS,C(C1C(C(C(O1)O)O)O)(CCO)=O,'Aldol Condensation',743,2
C(CC1C(C(C(O)O1)O)O)=O,FORMS,C(C(CO)C1C(C(C(O)O1)O)O)=O,'Aldol Condensation',745,2
C=O,FORMS,C(C(CO)C1C(C(C(O)O1)O)O)=O,'Aldol Condensation',745,2
C1(COC(CO)C(C1O)O)=O,FORMS,C1(C(CO)OC(C(C1O)O)CO)=O,'Aldol Condensation',747,2
C=O,FORMS,C1(C(CO)OC(C(C1O)O)CO)=O,'Aldol Condensation',747,2
C1(C(O)OC(CO)C(C1)O)=O,FORMS,C1(C(O)OC(CO)C(C1CO)O)=O,'Aldol Condensation',749,2
C=O,FORMS,C1(C(O)OC(CO)C(C1CO)O)=O,'Aldol Condensation',749,2
C1(C(C(CO)OC(C1)O)O)=O,FORMS,C1(C(C(CO)OC(C1CO)O)O)=O,'Aldol Condensation',751,2
C=O,FORMS,C1(C(C(CO)OC(C1CO)O)O)=O,'Aldol Condensation',751,2
C1(C(C(O)OC(CO)C1)O)=O,FORMS,C1(C(C(O)OC(CO)C1CO)O)=O,'Aldol Condensation',753,2
C=O,FORMS,C1(C(C(O)OC(CO)C1CO)O)=O,'Aldol Condensation',753,2
C1(C(CO)OC(C(C1)O)O)=O,FORMS,C1(C(CO)OC(C(C1CO)O)O)=O,'Aldol Condensation',755,2
C=O,FORMS,C1(C(CO)OC(C(C1CO)O)O)=O,'Aldol Condensation',755,2
C1(COCC(C(C1O)O)O)=O,FORMS,C1(C(CO)OCC(C(C1O)O)O)=O,'Aldol Condensation',757,2
C=O,FORMS,C1(C(CO)OCC(C(C1O)O)O)=O,'Aldol Condensation',757,2
C1(C(O)OCC(C(C1)O)O)=O,FORMS,C1(C(O)OCC(C(C1CO)O)O)=O,'Aldol Condensation',759,2
C=O,FORMS,C1(C(O)OCC(C(C1CO)O)O)=O,'Aldol Condensation',759,2
C1(C(C(COC(C1)O)O)O)=O,FORMS,C1(C(C(COC(C1CO)O)O)O)=O,'Aldol Condensation',761,2
C=O,FORMS,C1(C(C(COC(C1CO)O)O)O)=O,'Aldol Condensation',761,2
C1(C(C(O)OCC(C1)O)O)=O,FORMS,C1(C(C(O)OCC(C1CO)O)O)=O,'Aldol Condensation',763,2
C=O,FORMS,C1(C(C(O)OCC(C1CO)O)O)=O,'Aldol Condensation',763,2
C1(C(COC(C(C1)O)O)O)=O,FORMS,C1(C(COC(C(C1CO)O)O)O)=O,'Aldol Condensation',765,2
C=O,FORMS,C1(C(COC(C(C1CO)O)O)O)=O,'Aldol Condensation',765,2
C1(C(C(C(O)OCC1)O)O)=O,FORMS,C1(C(C(C(O)OCC1CO)O)O)=O,'Aldol Condensation',767,2
C=O,FORMS,C1(C(C(C(O)OCC1CO)O)O)=O,'Aldol Condensation',767,2
C1(COC(C(C(C1)O)O)O)=O,FORMS,C1(COC(C(C(C1CO)O)O)O)=O,'Aldol Condensation',769,2
C=O,FORMS,C1(COC(C(C(C1CO)O)O)O)=O,'Aldol Condensation',769,2
C1(COC(C(C(C1)O)O)O)=O,FORMS,C1(C(CO)OC(C(C(C1)O)O)O)=O,'Aldol Condensation',771,2
C=O,FORMS,C1(C(CO)OC(C(C(C1)O)O)O)=O,'Aldol Condensation',771,2
C(CC(C(C(CO)O)O)O)=O,FORMS,C(C(CO)C(C(C(CO)O)O)O)=O,'Aldol Condensation',773,2
C=O,FORMS,C(C(CO)C(C(C(CO)O)O)O)=O,'Aldol Condensation',773,2
C(C)(C(C(C(CO)O)O)O)=O,FORMS,C(C(C(C(CO)O)O)O)(CCO)=O,'Aldol Condensation',775,2
C=O,FORMS,C(C(C(C(CO)O)O)O)(CCO)=O,'Aldol Condensation',775,2
C(CO)(CC(C(CO)O)O)=O,FORMS,C(C(CO)O)(CC(C(CO)O)O)=O,'Aldol Condensation',777,2
C=O,FORMS,C(C(CO)O)(CC(C(CO)O)O)=O,'Aldol Condensation',777,2
C(CO)(CC(C(CO)O)O)=O,FORMS,C(CO)(C(CO)C(C(CO)O)O)=O,'Aldol Condensation',779,2
C=O,FORMS,C(CO)(C(CO)C(C(CO)O)O)=O,'Aldol Condensation',779,2
C(C(C(CO)O)O)(CCO)=O,FORMS,C(C(C(CO)O)O)(C(CO)CO)=O,'Aldol Condensation',781,2
C=O,FORMS,C(C(C(CO)O)O)(C(CO)CO)=O,'Aldol Condensation',781,2
C(C(CO)O)(CC(CO)O)=O,FORMS,C(C(CO)O)(C(CO)C(CO)O)=O,'Aldol Condensation',783,2
C=O,FORMS,C(C(CO)O)(C(CO)C(CO)O)=O,'Aldol Condensation',783,2
C(C(CO)O)=CC(C=O)=O,FORMS,C(CC(C(C=CC(CO)O)=O)O)=O,'Aldol Condensation',785,2
C(C)=O,FORMS,C(CC(C(C=CC(CO)O)=O)O)=O,'Aldol Condensation',785,2
C(C(CO)O)=CC(C=O)=O,FORMS,C(C(C=CC(CO)O)(CC=O)O)=O,'Aldol Condensation',787,2
C(C)=O,FORMS,C(C(C=CC(CO)O)(CC=O)O)=O,'Aldol Condensation',787,2
C(C(C(C=CCO)=O)O)=O,FORMS,C(CC(C(C(C=CCO)=O)O)O)=O,'Aldol Condensation',789,2
C(C)=O,FORMS,C(CC(C(C(C=CCO)=O)O)O)=O,'Aldol Condensation',789,2
C(C(C(C=CCO)=O)O)=O,FORMS,C(CC(C=CCO)(C(C=O)O)O)=O,'Aldol Condensation',791,2
C(C)=O,FORMS,C(CC(C=CCO)(C(C=O)O)O)=O,'Aldol Condensation',791,2
C(C=CC(C(CO)O)=O)=O,FORMS,C(CC(C=CC(C(CO)O)=O)O)=O,'Aldol Condensation',793,2
C(C)=O,FORMS,C(CC(C=CC(C(CO)O)=O)O)=O,'Aldol Condensation',793,2
C(C=CC(C(CO)O)=O)=O,FORMS,C(CC(C=CC=O)(C(CO)O)O)=O,'Aldol Condensation',795,2
C(C)=O,FORMS,C(CC(C=CC=O)(C(CO)O)O)=O,'Aldol Condensation',795,2
C(C(C(C(C=C)=O)O)O)=O,FORMS,C(CC(C(C(C(C=C)=O)O)O)O)=O,'Aldol Condensation',797,2
C(C)=O,FORMS,C(CC(C(C(C(C=C)=O)O)O)O)=O,'Aldol Condensation',797,2
C(C(C(C(C=C)=O)O)O)=O,FORMS,C(C(C(C(C=C)(CC=O)O)O)O)=O,'Aldol Condensation',799,2
C(C)=O,FORMS,C(C(C(C(C=C)(CC=O)O)O)O)=O,'Aldol Condensation',799,2
C(C(C=CC(CO)=O)O)=O,FORMS,C(C(C=CC(C(CO)O)=O)O)=O,'Aldol Condensation',801,2
C=O,FORMS,C(C(C=CC(C(CO)O)=O)O)=O,'Aldol Condensation',801,2
C(C(C=CC(CO)=O)O)=O,FORMS,C(C(C=CC(C(C(C)O)O)=O)O)=O,'Aldol Condensation',803,2
C(C)=O,FORMS,C(C(C=CC(C(C(C)O)O)=O)O)=O,'Aldol Condensation',803,2
C(C(C=CC(CO)=O)O)=O,FORMS,C(CC(C(C=CC(CO)=O)O)O)=O,'Aldol Condensation',805,2
C(C)=O,FORMS,C(CC(C(C=CC(CO)=O)O)O)=O,'Aldol Condensation',805,2
